cust_id,revenue_2018_2019
ybcwmlsas6we3jsw,184.45
cunxvi2f5p3tmkkh,140.00
bnoizmnlvf3ojkhf,0.00
os36xzdc7zzo6mqt,0.00
wejua5phlpae47wh,249.83
jjcsicr5hrdsh3wd,0.00
3jeukesph7czeeb2,0.00
dund63na5h36e43m,89.95
bn56ena4qfvbjg6p,264.21
qcz7gkk3ooclxzzs,53.95
2fxm7jp3tzqp3pyu,272.17
tjwnpnd3eirsrwbq,469.90
vcxwynsb2ofdinga,0.00
pfw3tsdwgbwtd723,25.17
ehxury5eoe3nknfp,425.50
zidvnhstz4t357mo,0.00
b7ouwrulvtw2jb5x,0.00
7ioegzqnhndqjwdf,69.00
pcwspb4yky2ob22m,0.00
s47uprlfeh3odp5x,340.22
okyqkgr6gko2avlh,301.94
r7mprujhprefu7ly,978.92
i4cfamelxfafcqpo,0.00
mh2ra5t3kfa2glw6,89.95
qn2msqgpkf6vpyy4,113.76
3vsiu7ut56bzi5zt,398.31
o4ucikd3ha2bravi,494.04
usrlwlsbef42dvww,0.00
wp3ttga5yq6ovzci,0.00
fctx45mcwley3mnn,167.14
ofxwmw25uhov6oxj,24.00
4pinedv6rt37vp45,113.94
i3dmqwegeg4jegpg,256.79
26z6g4gh6ctdpywy,187.10
4wwelw2bgpyc5ptu,376.94
hqckofr6llnuf5xj,0.00
lzpkmf547zgnk5m3,482.49
chbcto7llc2w5ya7,120.94
xxhebc7tnxhnrxgz,173.97
qivfw45qeythardy,83.98
hliupo4yz6btskvl,34.98
v2faqa4ee5b2xebi,355.58
e5aahfmcuuqepicc,0.00
actcv25f7utxidvq,31.97
jepfjx64udyveisk,364.89
oqvtiyhb4wpp5f7j,0.00
7646ru7m2r4rqaoz,79.95
oekh75e6zm6muvl2,1092.82
wdzngg3zjypxvfif,173.72
p3fiug6bgz2jtqfu,271.82
b4taxevbjqdqxz4o,153.65
r2ji62vkqmmb4cje,595.98
jlsgcmf4gmx5jibg,163.11
e2olu7kc2g6424bc,158.52
pgho2vqdy6wzaulx,0.00
ytykis4q2katopc5,468.71
76i6qcfbzkaprbqr,62.97
ged3wz5mxaghgdn3,92.43
hm4okncahkatoc7a,0.00
zck7ec2h5i63wr75,0.00
g3zy4tik5xah4xac,495.70
4l2rc6eiix5x75fx,0.00
kxyomr4kqt6wvj2g,348.32
5pwxvoo5uowa7nyk,172.76
2yahuncjrnkqf7ja,0.00
qp25ein2nrj7padb,221.17
yei3bomfwjdmnryz,0.00
afxc6bvm55mwvd52,0.00
ao5owpfaguv3bjr7,0.00
tu45toovfb4kkbmy,0.00
waie3fdmcfe5wqzl,0.00
7xvubdd24rgbdfmt,0.00
ygdlvv5hdickcfcu,29.95
3ipqh5owq5czda2e,816.64
ejzqohze2kat2q5z,0.00
gykxfzpaupubpnpa,35.00
2dnq5pjitongnups,0.00
x4pv3s4sfz2a3mce,211.36
j24mp7infnlmnjo5,0.00
lfwo7gvcqbreibnd,213.32
zozzfluyp2ogcdva,601.10
l3jmavdrdlolrnpc,0.00
rsjgwooqd7a4o4uc,0.00
ohpi4jtofpocqwhg,103.00
krxegzmgdrx6g5z3,0.00
iinbzjfparq34yqp,0.00
2wmd2526nrjuybkh,141.90
r7u7govywlr2caky,296.90
dzl4w32lc52n2zwq,80.95
vne36oxbdkcrkd7o,0.00
e5ho5emjelh5yjoj,0.00
g3w3byepnv6ajtva,0.00
cce3ffo2lqwhl7mv,0.00
ikbbey2rggczyafd,111.95
la7b646yepc6pbhp,303.92
gm4trwl6pd366kd4,0.00
hl2rvtijqyabpgtt,75.95
67ym2fs3ft6gefgb,89.96
uxknu3z7bi5xvsgz,0.00
5e7de5zavvvj6lfv,574.56
flq3eqe2ql3v6jyz,236.64
22uubq3fit46b3lw,414.99
xbejqrichl5jc3ru,85.41
5gydyqiu5g3v4jqx,0.00
wxwgdfzbquxkfv77,0.00
dqplsydgxgquxp3p,216.41
fu7bkmcrt3hzh672,0.00
x3onve2csxhdis6p,0.00
nm7hwvviung76kwk,44.99
b452mwq4kchcrffm,163.39
x3kyehhcygkjmurw,55.97
j4gl2l76ybmbfrmb,0.00
e2esa3uw2dhntomm,91.35
tgh5gxqkmckanmt6,53.95
6t7rguonqxraskou,462.31
a4ttiimgrdlhld5g,53.17
sk5bwa7mkutl6uqh,0.00
ahbbsc5es2ewphup,207.93
4rtkysqz4zqyjoni,0.00
4yeh6bnf2axaapuo,77.32
sdhmok3hklwgdll2,0.00
ievanlonukniie5w,0.00
pfwan73r6epxhiyz,0.00
ee5rsjgosz2jszte,0.00
p7bqi64arnhcticn,176.85
jdmzoxi7xfcthtku,0.00
kk7gasfgq4pms4na,0.00
du47mblh4k7lyhfq,194.00
e2efkah4s3v5avjl,65.95
m3modfeph4jug7q7,168.92
w63c6w6tawlfu2p3,0.00
urfzdx5n3zu4wg6s,0.00
m5pkqpof7o5cgg4z,0.00
npafwxpcqgr63gp4,69.91
s5r2pxdbcf3ksvn7,71.33
oo77bvuwi7yrz6t2,191.00
evgx6lisir7gwjz7,0.00
mgweatj4mkq7ba5c,334.26
ifrz3r3ookocg6zg,0.00
stvccld3w3bta43f,0.00
vew3o5mi24mxoikb,197.45
fbm5gjiw7rifyrs5,145.30
eldmosogy5v3tn4q,0.00
aytw3e424ykdjd6i,563.22
fw44ofk4es5mcx2m,0.00
gwhnjohii5km2vzv,0.00
tczmumyjdthj7ofs,157.30
5j3tpf6x42gcqq4q,0.00
fl54exgf33miilfj,68.35
jgckqo2ayjr42d7i,131.90
n7gxwge23ar23ooj,665.78
ltjz6nkzkvvrhx5z,167.72
33n6r5umspw2g3tk,460.90
lkckypijchwltqve,68.33
3mbh7qykhdzohcxr,0.00
st3zqpad2uaqtlku,0.00
jcfyok7howcugmoh,165.15
fqhpa3biikj2v7lu,0.00
tioz7wnp5hggomrm,0.00
njerkzjjzldnoizr,0.00
ehudsdyof5qztkyv,0.00
ne5ckqoublhwtrtp,117.27
a37sdfhn4q4kmwai,726.56
ac766nlnj4lma6rp,0.00
5vq6udtcgttpld76,0.00
3g5agykp4j7dfjwn,88.20
35bqi6vnljjrfezq,0.00
y3coodntvsecr6op,0.00
naubawst7c5acfs6,196.26
jg4kok3ttma4pofg,0.00
yrx4fiada4ybc6wr,0.00
vhirdxryodpkjxfb,0.00
okluqw7qt7rjbdz2,84.00
zho4w5pqwzah6xsc,0.00
tqhji7gxtdnuktwf,46.17
d7wt3jjcob6asopz,34.98
e4vaw3w7u62bk22k,0.00
twlyebo3djeumun3,0.00
xhgbwd2e7rvg7z7y,0.00
s3cucsxkwanceomg,80.96
32aza4osn2pbkbde,0.00
2hd42bnfjc3ysul7,0.00
ncbxm3iznrjwd3tq,0.00
zc456ns7s2lzi5ba,48.56
4gdykixfhbtvgqno,53.95
jhkoukisdmprndpt,0.00
2kczd7pnapnfawga,44.95
irn2rwnf5p3zafez,56.67
7xaq2i4aqcq6e6vc,0.00
gbgwbgiyy232i26e,0.00
jxee2msgpdglct54,0.00
snjrfjhjr6obrr22,0.00
lgvvillujz33hpxv,0.00
5juhvmbk53ebph2r,0.00
kjiqwh3h3x4v7lrp,193.81
5wpmvzgm4fpmnmtn,0.00
576yhq2xs7awsovi,88.00
pfg42fx3uzjcvwcz,0.00
vhjbgj73xz7jkfo7,0.00
u4jpzyvhdp7xqgqz,0.00
5vuefcsludq2p7zm,0.00
lh56ak6awwelzn4j,38.69
tq2t6he2jgonfp3g,35.95
vrdmgmvvrvrrrva6,0.00
fft2dvaf3tkrjpmn,0.00
vkvxgo2jer6id5d5,0.00
4lujy2mxigxdqfyn,0.00
5q32udpigqubjip5,576.34
7g3rgsy2ntd7iwft,0.00
56zjhr6wvffm47bg,299.58
rwrzjnpappbtd657,44.98
oiszia7hl34wudxx,77.92
nvvgnuhsalniotr4,0.00
fenwvzjubwvhem65,20.79
xsbxryuwvzgn2de6,0.00
awyotw4kwuwv5nkl,0.00
ynjle7gmy5how4cj,0.00
sls3lm2x6c3pwhyw,0.00
5mohrdfpbvd4v3wk,0.00
pkb3w4bq7avum3z6,0.00
7yuadexlos3zqwl2,0.00
gncfajsl37ujw4yk,0.00
xhy5xvfxekpxwxfz,0.00
zpiofi247iqlip5w,0.00
jwg4gsnwevrk24ra,113.90
2fc5y6miiyxv2quy,0.00
ennt3np3d5h2xcy4,0.00
b6gopi4begr4srja,0.00
i7zv5wwqxldrs2ra,0.00
566tx2yulumey5d6,269.36
r4j4wlhe2wankgta,323.47
7kvsxccwfhd2wl7q,0.00
zqz4di4d2r3gciol,0.00
fpeveztjolj64yg7,498.42
mmvwtyd4q6j55apn,0.00
yjirge7a4l7xflf2,0.00
hlaw23qgbb4zumfs,0.00
2ln2zf3omilxfz2s,0.00
f5i7ju6tr2yisvrs,0.00
ec6ejahznfcrlzbo,0.00
jx3wf25lu2roje2g,62.95
ecoe74j6oz3depg5,0.00
nreuit2spfviutfk,177.98
yr7bf3uog7islemv,0.00
fwjy6vu7sddsydls,0.00
gscg7r4wsffi5xgh,48.97
ghjt6p2k3mntatgm,59.95
cirr4viaeybvmcb5,0.00
7lfb7ciwclut3cre,0.00
2fbmaondltxmpnw6,185.89
wpdf7ztf6tmbhwso,0.00
uwqsny6xbsr7ck23,59.96
cwjf3hucdkrgtnd4,0.00
7wv4o3y6slqj5dd3,0.00
jk6lr7j46kpqqiut,0.00
bmts7yg2heqy4uvi,119.85
72o46s24fjvnll7w,0.00
icjend7c6m7c47nb,0.00
u5p2omjhkrmue65l,0.00
dbjssois7vtwl7en,0.00
vsc5t6vnxzhqjjtv,0.00
p22d4ydmertyi5ds,0.00
rdn3nb32gxxqn62k,0.00
kbqtc2q63opfnu7s,0.00
ss5rumafo6njo4pl,0.00
4xjcyrlklswofnaf,0.00
l73fnujks2ifken2,0.00
qzfay45d3z37jcbw,0.00
cmjhcadborr2f5ic,0.00
xl746w2vlbotph4s,0.00
lisi5ymbmk5vhwst,223.45
yut2wovo7pt52bzf,0.00
3p45ardogjc2yhld,0.00
e44f7voiwu3sgzzn,261.45
gg6aaecohrddezy4,0.00
qmgevbjikznyvfse,53.95
hangvqypszh2zehe,0.00
yhavihnrl3tut53f,0.00
qumif2kiiu4wyugj,0.00
qiqlrwwr3crecyct,352.85
ymytbugiheabcmj2,0.00
osctvgqosjorxnyd,0.00
n4v2q7nv4j2zaw5t,155.30
asq66h2qjxf7xz7y,53.95
q4tqqob3xxnsxpp5,0.00
z3g64qkgyva2ujkp,50.35
3uno4odnagbyv3vb,0.00
cq34s5tn3yypdjqw,0.00
exnajmpod2dse7ll,0.00
rqu3bdzk3bjenia7,0.00
dq4jufepen3ft72x,0.00
blnmvyejtmk6khei,0.00
s6up4chr46owguya,332.06
4zwoor3yuddmrk64,493.55
h7ezqxre5xqnzraj,0.00
rsvfoqrdlxn5tsqv,0.00
ceb7l27zbu7bxbi7,0.00
uiynsapxy4fvbicc,0.00
4mbqs46vww2onyxh,0.00
kiqt4pauhed5oyqx,556.57
vyequmhr6p7tupnd,0.00
4yp6fhenddlfuigg,0.00
vurltyo25ar6bgnb,0.00
6y5ummyiak2cr7ry,0.00
2bmmrrebv2lfsnyd,0.00
vkpeerq5en6jpvyt,0.00
4z5sit2eoxyapzv7,0.00
4u7rnsmwhxsnz4os,0.00
vcapjitz27s6lpvr,0.00
sns2a4m3tiwflopy,0.00
2jsutouuunqq3lmm,0.00
oxlsucg6bnf5ykro,92.75
pqe627mqkp6kqili,0.00
uzynwttkjpyeo5gd,0.00
5glxisjphcfcu3lc,0.00
onfwjp6isw7guhtw,0.00
wipqy6cyjeoj7u2l,0.00
5rhmt4ahdxotok6d,0.00
v76w4f52dvn7blvn,437.76
vytzscfi2lbovdrz,217.88
fghaqa3aftb6ffix,0.00
qk4krxxuxl5mzhw5,0.00
undu23lnjxqrvefk,89.89
sldiw3tge647kaiw,170.00
mmlpxwnnhvjvk4mx,0.00
pxli2zoasuzfb5cb,0.00
a2dcyrk4lrdgggxl,0.00
rejrefemk6lyxfak,139.50
buc2bdqkc3rtpr2u,128.32
5ppsd7fmjywyrb2d,167.36
sav2ygwc6qhuwt5h,270.76
7h4jtezjs2z2ti23,0.00
tong7by4gvmzrken,0.00
3wyxrglfbjtwfbyz,0.00
gikalh7sdtxzhvai,107.93
ppz5zgbog3m7jn3h,0.00
ft556ttmzikqjaba,0.00
hngbg4ghqbhjmxno,0.00
rucsvjd6qfu2zt34,0.00
lg46k2d2mvyb4bvk,98.00
alndxbv22hppobks,0.00
rk5ylxhb74ce3m2t,110.00
qyqouj7uztjr36u7,55.96
qzckkdt7cwig62rh,87.90
nluxqswt7qjoiorc,0.00
i75w3iboetha7j7a,123.91
nhgb7jeyzcnbpwn3,0.00
xpaeu245r4azhglp,20.99
mslwx5ulvlwyluhn,0.00
3tl7xjc5p7yvscnp,0.00
nn6z22gf5pqyn7sg,79.95
3fevxqxef6uq7n2g,59.95
7pjfgakwmorazay3,0.00
5rkvlilcf2hvggte,62.00
7pdbjtysztyorblm,0.00
p7sugwxfg5743fd5,80.95
smhhonbndfx2jcph,83.36
l4qczhsar3bq7ceb,0.00
soszj2dpo7zjf2ph,0.00
5nvrh2bknj5vpciv,0.00
y7moqjayiknt4zlw,0.00
brnprjnpvpyktthz,0.00
spqakgbiezgwhd2c,0.00
6ltv6xoq42rgbm2i,0.00
amj7zwf75ad3lhyk,0.00
vo74qd3pn23bvni6,0.00
kgetxkwuakctuijo,0.00
wursdq2ivapetlf7,0.00
oaxij6nsl5spgvb3,0.00
wsoxpf4kowtlkxfv,0.00
mikzymy5zcs5nunl,0.00
ho3dcnktm3gfffqd,135.00
tosio7cdzyfymyjr,44.98
dlettz7poazetv7k,232.90
qhszcbttkti7eqeq,48.97
xyngpqtfg22wcxti,0.00
m2ywimg6g2imxpkn,92.00
kwaqiulfgzr2syhm,244.98
r2wbqa3526ogzi76,0.00
aom76lfzxyo3elrz,212.25
zu3hug4niplogxft,144.00
s2csboyfoaqvrgj2,0.00
asqsnf42b23k466i,861.09
x2f4gfy4v6ifef2b,59.97
7o3unrqhuzp4zt4l,96.44
jszbd43fkxa7nrnr,654.75
nu4mk4ppcfzwqjb3,1013.31
s4vx2rh42skfhwgk,209.90
oqlwrwjcthg65ou6,55.96
aw2hqab6t3hyd6nr,151.98
zazkqe44acu6h3m3,406.75
jz5jern5yyfoeztx,0.00
xlmd2st2lqwrp5wq,487.53
3dsafwpke5ivfxcm,0.00
s7ha5uhrbkecipbu,0.00
gh3kjb6eeb7ve5sh,0.00
og7zm2gz2is4675u,71.90
ue35ad63zazlgxe6,768.93
gf6gbm7cuo6f7wyc,149.46
anjjfpi2tdf6cmx3,46.96
2prsp65twhl224h3,0.00
asgknbl253rbn45l,0.00
bjsllshhynkek3ho,0.00
h3blgxfglilil7kn,74.95
5bfwowyee2wy7unl,0.00
ormbbb2zx4oedaei,1040.37
rsa54vi4uqrc7jch,0.00
4xhietigvfbzskfh,237.63
kmtp3wc455yxa7g5,68.35
faktr74rlxwhxe57,339.12
7xjpvwb4alwsespx,59.35
ybux7hdksfcajco4,24.48
7n32o4iptqgghklj,383.37
3aiwj6gx5p3n4k4y,0.00
h6it7v5xtrw2plbc,151.83
n6br6ag6pfcnu5i2,216.32
qkdj4miblv7p2gd2,0.00
ywxszkdyiqxvz5nq,0.00
zz32hl22eli42qn7,84.00
e6gx4lj7xdotu7fa,0.00
i345o4rstixakgtg,351.34
j7mdjaa7hquo6eay,0.00
5xgdj7yumzfom5wb,495.56
sapvlq3jdn7aepyk,0.00
3wlxsqwmxk3jks55,86.35
pbgtarlzeqdi6cs2,281.96
aukkexa7tl73umzt,0.00
7sjn23zvwe7s3op2,0.00
73rssxu7shx45i26,0.00
4tv5lk6wwcubwvhh,0.00
b2qnkctbmcczucyw,53.95
36bvomb2cccxslvx,19.79
kkwzl5cekx5je3dc,499.91
svgsxgdot76c2z6w,0.00
wgye4ey6gth4hsxj,774.78
laecgj5tfksnrlmn,482.09
xnvpsjyj3yoj2yeg,0.00
pem33lnlmzpdvhhp,69.95
x4kkmltcp3qhpxsz,23.35
sukptfsixxddpzce,171.78
n7w2a2zwtvbgd6lt,0.00
xjdr3rw5iaahmedu,245.80
ve37dd3gzifp4srv,50.96
7gloy3q7znfdl4my,486.42
vzmcpha36w2rhjic,109.70
3l35xgalmpaio32t,0.00
tqbt7jouodkhdd22,231.95
t4qqrvxe3d46zobo,44.95
javjoxmpjbtk2lkr,159.55
loemtl7dd67sry5f,0.00
kbqpiq5fprsoxdxj,297.20
kw7iiiiepngqpwkn,407.97
kb5goajt7c7fz6om,261.00
oyhn2k32e5vwolaf,39.96
b5sb7v5sz22o6rxr,316.02
4s4dff4akqh46z5y,921.20
coibyzfz3cdikntg,120.88
iumvzvguxwpcq3x5,0.00
xoegbq6dgzowd7ko,0.00
aqxenvrx27o7v6xy,0.00
tjdyayrs6lg3gcch,55.97
4nq3zyknoaqshi4a,0.00
tmnmpt5a6dzhrx2o,0.00
exj4kwdl3dzhl6hw,79.20
oa7gqkqgr5d6ea4a,0.00
4jfimwsxvhedt26k,177.89
dizgh5uls7u4kkxu,951.19
mac2lxvqw5rbj3xk,315.45
yl2w4zygiqoptqn6,0.00
74dpcwfqstpag4e3,0.00
slbv6qmi3ate3gyw,896.71
pemjchoze4amp6ap,188.45
as4im7rtwnsvjrp2,34.98
6rfnjyt4m3icjtwd,261.47
rktm5dwdv7hfdi74,218.96
sbr26k6gdilnflfr,0.00
kuzfuas5yrzucvat,0.00
aseuxt4kfbqxecym,787.05
a5eioviybbzbs7kf,325.80
efofnunm56bcmyfc,0.00
p2dvxp3r7bdztfqr,0.00
kx2offzbinfw3ykg,471.35
3jtwzhkocpjwecti,23.35
bekuxyler525nrlc,169.45
puvvdydirqdhqund,0.00
xg5py6p5qbhdcm3w,292.67
ek5pk6264hthvihe,272.13
ubf4dvswgon3htvu,0.00
ztujwifxowmvkdoc,90.45
dhqkdtgs27avpuye,121.26
mm5csl4b3zeopwjz,293.43
z7xnz6kxoapcrbvl,0.00
lcvgle6j6twasmlp,0.00
ks4adaenwqebxzk7,155.28
eykpahpqzkglqrfj,0.00
hhpihdrzuwrr5b2y,0.00
reetnp2t3k7we6zg,99.00
lzke3inz34qwmrws,78.45
awe2i3u5zsewv4p2,0.00
bebdcxl4id7x7o2v,0.00
g7tpi2bpjip23v3t,0.00
ahus3wifzqvskk3r,0.00
klf5ik7daatkqxb2,0.00
4epltu72ppsuulfv,0.00
z2fzocsdxoh25lu7,0.00
uwrdthwhihe3756t,0.00
b627norfhamjhezl,0.00
6j2irb3wcylijt3w,0.00
cmtn6gyz4jfrivkj,0.00
at5y7fswpboenev3,79.96
yyioxp3i4l7pk775,0.00
hputmkdxc47kjquh,79.95
gjm3e4ckmkiw5mmg,0.00
y3x2r3wd52br2dbo,0.00
4oxbcvyco4b6tyh3,0.00
jralm2fcpqpwluaz,545.93
5qy3kj7llqitwid5,0.00
yaycemmz27ibwq5f,188.50
4l5fxutneiv3kuta,213.86
nxnn2rly7fuoy7wg,166.20
swl2kohjgocd66je,0.00
k4mccjarpsgunevh,234.58
y2siq2fyes2qur3l,94.14
bnck4ahhxw755ysw,0.00
onbiejwoquwdtxbm,45.95
fk3ylosefom2n7rz,0.00
czylscuophiy3rke,0.00
3acz5tkipfftsxjf,632.80
6dumxga36ahmbrwf,0.00
vu3h45azf5lzzueg,0.00
gb2livfrny646dko,273.62
vjm3rutgwsnjqz3b,0.00
44toscaafyetwtiw,0.00
dwswmcq46x3pkqlq,0.00
oyast6eaqjn65onp,0.00
vwcf7jm62mn5t2kj,65.25
deolrcawt3xxvkoi,72.66
usc7ftn2bggbg557,44.95
ywhlzwqgpyvkm4bt,934.96
vtaitiskmsfsf4b7,0.00
exi6ccmvwl7lfg2g,0.00
n7dokxgu3oecsrmr,0.00
fm4ca76riogjczyg,0.00
5nyfhs6q4a4hnhg5,133.32
5nxutnfq6xi6rvn3,0.00
cd44fdklbcavfmn2,448.64
r4zhsn7pdin5llr6,113.32
zpxnnkhilar5qjgg,0.00
wnsy7mezcrbto7r5,0.00
htre2azmtxijgxlg,0.00
hzc7v4ugtpadyztp,29.97
w6qit62mivuays4c,0.00
gzmmoirhriotzqau,140.00
b4yt6cymnbs2gsst,332.97
oa3cvcs3js6u5lna,0.00
qey43u6o63ej56y7,0.00
2m2axzct5nqd4kob,0.00
kjwerjayr6iplilh,66.38
62fptco6rawy73ui,0.00
t7bb3mzzmw4ewaq2,383.93
yqq2zrwrrkxttbyq,0.00
e4yhmz5w5q33dmqm,0.00
bzq6hdvxzqazgz5f,272.31
mmubuvr6oij2gzgj,207.75
7e6lvn4dczbtyrb6,0.00
zgp7eyzfqglhlzib,0.00
mad5vhsb5vwemjlb,155.35
bmbrtruzzl3ebxxu,0.00
gikq32rfixge63bs,0.00
acse6r543gvp6k6l,428.95
z2zcdtclcdvzkegw,41.25
yee74mopjmwt5rp3,80.96
wb4vkvzomfdewlgl,105.00
xflsrgwxc4kvbzka,1156.26
kiwqdmzff6xqpnuz,0.00
sk4sfoqqs5d5dw7d,886.71
y2ykqn3fnxwolgcd,755.31
nmocx74u24asxqxo,126.71
